적출일,공매도 거래제한일_시작일,공매도 거래제한일_종료일,종목코드,종목명,시장구분,공매도 과열종목 적출 지표_과거40거래일 중 종목 거래일수,공매도 과열종목 적출 지표_공매도비중,공매도 과열종목 적출 지표_주가 수익률,공매도 과열종목 적출 지표_공매도 거래대금 증가배율,공매도 과열종목 적출 지표_직전40거래일 공매도비중 평균,지정유형
"2021/10/29","2021/11/01","2021/11/01","091990","셀트리온헬스케어","KOSDAQ","40","23.07","-7.33","5.01",,"유형1"
"2021/10/29","2021/11/01","2021/11/01","027360","아주IB투자","KOSDAQ","40",,,"11.81","6.28","유형3"
"2021/10/28","2021/10/29","2021/10/29","038500","삼표시멘트","KOSDAQ","40",,,"10.03","5.09","유형3"
"2021/10/28","2021/10/29","2021/10/29","206650","유바이오로직스","KOSDAQ","40","23.38","-6.39","219.36",,"유형1"
"2021/10/28","2021/10/29","2021/10/29","023410","유진기업","KOSDAQ","40",,,"7.05","7.89","유형3"
"2021/10/26","2021/10/27","2021/10/27","267980","매일유업","KOSDAQ","40",,,"6.03","12.51","유형3"
"2021/10/26","2021/10/27","2021/10/27","263750","펄어비스","KOSDAQ","40",,,"5.64","8.80","유형3"
"2021/10/22","2021/10/25","2021/10/25","078340","컴투스","KOSDAQ","40",,,"5.70","6.55","유형3"
"2021/10/20","2021/10/21","2021/10/21","078340","컴투스","KOSDAQ","40",,,"7.76","6.50","유형3"
"2021/10/19","2021/10/20","2021/10/20","100130","동국S&C","KOSDAQ","40",,,"7.03","7.01","유형3"
"2021/10/18","2021/10/19","2021/10/19","078340","컴투스","KOSDAQ","40",,,"13.39","6.48","유형3"
"2021/10/12","2021/10/13","2021/10/13","068240","다원시스","KOSDAQ","40",,,"5.01","11.29","유형3"
"2021/10/12","2021/10/13","2021/10/13","194480","데브시스터즈","KOSDAQ","40",,"-16.75","6.22",,"유형2"
"2021/10/08","2021/10/12","2021/10/12","086520","에코프로","KOSDAQ","40",,,"7.46","5.07","유형3"
"2021/10/06","2021/10/07","2021/10/07","005290","동진쎄미켐","KOSDAQ","40","13.28","-5.89","6.56",,"유형1"
"2021/10/06","2021/10/07","2021/10/07","115450","지트리비앤티","KOSDAQ","40",,"-12.35","9.40",,"유형2"
"2021/10/05","2021/10/06","2021/10/06","253450","스튜디오드래곤","KOSDAQ","40",,,"8.23","10.31","유형3"
"2021/10/01","2021/10/05","2021/10/05","005290","동진쎄미켐","KOSDAQ","40",,,"21.30","6.38","유형3"
"2021/09/30","2021/10/01","2021/10/01","078130","국일제지","KOSDAQ","40","19.02","-5.10","7.57",,"유형1"
"2021/09/30","2021/10/01","2021/10/01","045390","대아티아이","KOSDAQ","40",,,"7.28","6.14","유형3"
"2021/09/30","2021/10/01","2021/10/01","100130","동국S&C","KOSDAQ","40",,,"7.42","6.95","유형3"
"2021/09/30","2021/10/01","2021/10/01","253450","스튜디오드래곤","KOSDAQ","40",,,"6.59","9.78","유형3"
"2021/09/28","2021/09/29","2021/09/29","078130","국일제지","KOSDAQ","40",,,"5.86","5.42","유형3"
"2021/09/28","2021/09/29","2021/09/29","253450","스튜디오드래곤","KOSDAQ","40",,,"5.54","9.55","유형3"
"2021/09/16","2021/09/17","2021/09/17","053800","안랩","KOSDAQ","40",,,"6.59","6.85","유형3"
"2021/09/15","2021/09/16","2021/09/16","182400","엔케이맥스","KOSDAQ","40",,"-20.93","5.15",,"유형2"
"2021/09/15","2021/09/16","2021/09/16","048530","인트론바이오","KOSDAQ","40",,,"11.24","8.44","유형3"
"2021/09/14","2021/09/15","2021/09/15","194480","데브시스터즈","KOSDAQ","40",,,"5.72","7.32","유형3"
"2021/09/14","2021/09/15","2021/09/15","183490","엔지켐생명과학","KOSDAQ","40",,,"5.62","9.18","유형3"
"2021/09/14","2021/09/15","2021/09/15","069080","웹젠","KOSDAQ","40",,,"9.47","7.38","유형3"
"2021/09/14","2021/09/15","2021/09/15","115450","지트리비앤티","KOSDAQ","40",,,"18.46","5.79","유형3"
"2021/09/13","2021/09/14","2021/09/14","060720","KH바텍","KOSDAQ","40",,"-10.05","6.52",,"유형2"
"2021/09/10","2021/09/13","2021/09/13","182400","엔케이맥스","KOSDAQ","40",,,"19.57","7.05","유형3"
"2021/09/10","2021/09/13","2021/09/13","069080","웹젠","KOSDAQ","40",,,"8.24","7.34","유형3"
"2021/09/08","2021/09/09","2021/09/09","108320","LX세미콘","KOSDAQ","40",,,"5.20","9.29","유형3"
"2021/09/08","2021/09/09","2021/09/09","086900","메디톡스","KOSDAQ","40",,"-12.72","5.28",,"유형2"
"2021/09/08","2021/09/09","2021/09/09","015750","성우하이텍","KOSDAQ","40",,,"5.51","5.62","유형3"
"2021/09/08","2021/09/09","2021/09/09","182400","엔케이맥스","KOSDAQ","40",,,"7.53","7.09","유형3"
"2021/09/03","2021/09/06","2021/09/06","035600","KG이니시스","KOSDAQ","40",,,"5.39","5.42","유형3"
"2021/09/03","2021/09/06","2021/09/06","006730","서부T&D","KOSDAQ","40",,,"5.32","9.23","유형3"
"2021/09/03","2021/09/06","2021/09/06","064760","티씨케이","KOSDAQ","40",,"-14.76","5.95",,"유형2"
"2021/09/02","2021/09/03","2021/09/03","182400","엔케이맥스","KOSDAQ","40",,,"7.00","7.16","유형3"
"2021/08/31","2021/09/01","2021/09/01","028300","에이치엘비","KOSDAQ","40",,,"5.73","5.91","유형3"
"2021/08/31","2021/09/01","2021/09/01","182400","엔케이맥스","KOSDAQ","40",,,"14.52","7.15","유형3"
"2021/08/30","2021/08/31","2021/08/31","183490","엔지켐생명과학","KOSDAQ","40",,"-13.12","6.07",,"유형2"
"2021/08/30","2021/08/31","2021/08/31","108230","톱텍","KOSDAQ","40",,,"5.28","12.30","유형3"
"2021/08/30","2021/08/31","2021/08/31","263750","펄어비스","KOSDAQ","40",,,"5.17","7.91","유형3"
"2021/08/27","2021/08/30","2021/08/30","112040","위메이드","KOSDAQ","40",,"-10.70","5.69",,"유형2"
"2021/08/26","2021/08/27","2021/08/27","078130","국일제지","KOSDAQ","40",,,"6.65","5.23","유형3"
"2021/08/26","2021/08/27","2021/08/27","263750","펄어비스","KOSDAQ","40",,,"10.10","8.01","유형3"
"2021/08/25","2021/08/26","2021/08/26","240810","원익IPS","KOSDAQ","40",,,"11.57","8.37","유형3"
"2021/08/25","2021/08/26","2021/08/26","145020","휴젤","KOSDAQ","40",,,"5.45","6.40","유형3"
"2021/08/24","2021/08/25","2021/08/25","140410","메지온","KOSDAQ","40",,,"6.22","11.22","유형3"
"2021/08/24","2021/08/25","2021/08/25","039200","오스코텍","KOSDAQ","40",,,"5.22","11.41","유형3"
"2021/08/19","2021/08/20","2021/08/20","030190","NICE평가정보","KOSDAQ","40",,,"6.30","12.57","유형3"
"2021/08/19","2021/08/20","2021/08/20","091700","파트론","KOSDAQ","40",,,"6.04","5.48","유형3"
"2021/08/19","2021/08/20","2021/08/20","263750","펄어비스","KOSDAQ","40",,,"6.09","7.68","유형3"
"2021/08/19","2021/08/20","2021/08/20","003380","하림지주","KOSDAQ","40",,,"20.60","8.54","유형3"
"2021/08/18","2021/08/19","2021/08/19","056190","에스에프에이","KOSDAQ","40",,,"5.40","7.80","유형3"
"2021/08/18","2021/08/19","2021/08/19","028300","에이치엘비","KOSDAQ","40",,,"6.24","7.55","유형3"
"2021/08/18","2021/08/19","2021/08/19","140860","파크시스템스","KOSDAQ","40",,,"6.25","11.11","유형3"
"2021/08/17","2021/08/18","2021/08/18","053800","안랩","KOSDAQ","40",,,"5.55","5.20","유형3"
"2021/08/13","2021/08/17","2021/08/17","290650","엘앤씨바이오","KOSDAQ","40",,,"5.44","5.73","유형3"
"2021/08/13","2021/08/17","2021/08/17","091700","파트론","KOSDAQ","40",,,"5.28","5.49","유형3"
"2021/08/12","2021/08/13","2021/08/13","183490","엔지켐생명과학","KOSDAQ","40",,,"5.13","8.64","유형3"
"2021/08/12","2021/08/13","2021/08/13","240810","원익IPS","KOSDAQ","40",,,"5.85","8.41","유형3"
"2021/08/12","2021/08/13","2021/08/13","084370","유진테크","KOSDAQ","40",,,"5.02","5.63","유형3"
"2021/08/12","2021/08/13","2021/08/13","034230","파라다이스","KOSDAQ","40",,,"5.19","5.73","유형3"
"2021/08/12","2021/08/13","2021/08/13","145020","휴젤","KOSDAQ","40",,,"5.87","5.59","유형3"
"2021/08/11","2021/08/12","2021/08/12","036930","주성엔지니어링","KOSDAQ","40","15.14","-6.18","6.30",,"유형1"
"2021/08/11","2021/08/12","2021/08/12","319660","피에스케이","KOSDAQ","40",,"-11.69","10.47",,"유형2"
"2021/08/10","2021/08/11","2021/08/11","119860","다나와","KOSDAQ","40",,,"14.54","5.11","유형3"
"2021/08/10","2021/08/11","2021/08/11","042000","카페24","KOSDAQ","40",,"-13.68","36.43",,"유형2"
"2021/08/10","2021/08/11","2021/08/11","033290","코웰패션","KOSDAQ","40",,,"5.22","6.45","유형3"
"2021/08/10","2021/08/11","2021/08/11","083790","크리스탈지노믹스","KOSDAQ","40",,,"5.36","5.12","유형3"
"2021/08/09","2021/08/10","2021/08/10","215200","메가스터디교육","KOSDAQ","40",,,"6.24","6.45","유형3"
"2021/08/09","2021/08/10","2021/08/10","086520","에코프로","KOSDAQ","40",,,"5.68","7.92","유형3"
"2021/08/06","2021/08/09","2021/08/09","042000","카페24","KOSDAQ","40",,,"9.02","6.60","유형3"
"2021/08/04","2021/08/05","2021/08/05","119860","다나와","KOSDAQ","40",,,"9.05","5.25","유형3"
"2021/08/04","2021/08/05","2021/08/05","092190","서울바이오시스","KOSDAQ","40",,,"5.36","5.56","유형3"
"2021/08/03","2021/08/04","2021/08/04","112040","위메이드","KOSDAQ","40",,"-10.05","7.14",,"유형2"
"2021/08/03","2021/08/04","2021/08/04","263750","펄어비스","KOSDAQ","40",,,"7.47","6.24","유형3"
"2021/08/02","2021/08/03","2021/08/03","098460","고영","KOSDAQ","40",,,"5.78","8.04","유형3"
"2021/08/02","2021/08/03","2021/08/03","000250","삼천당제약","KOSDAQ","40",,,"6.89","6.56","유형3"
"2021/07/30","2021/08/02","2021/08/02","086520","에코프로","KOSDAQ","40",,,"8.19","7.08","유형3"
"2021/07/28","2021/07/29","2021/07/29","006730","서부T&D","KOSDAQ","40",,,"7.98","6.42","유형3"
"2021/07/27","2021/07/28","2021/07/28","067160","아프리카TV","KOSDAQ","40",,,"5.09","7.02","유형3"
"2021/07/26","2021/07/27","2021/07/27","036830","솔브레인홀딩스","KOSDAQ","40",,,"7.82","8.96","유형3"
"2021/07/26","2021/07/27","2021/07/27","039030","이오테크닉스","KOSDAQ","40",,,"5.74","7.17","유형3"
"2021/07/23","2021/07/26","2021/07/26","007390","네이처셀","KOSDAQ","40",,"-19.41","6.08",,"유형2"
"2021/07/22","2021/07/23","2021/07/23","036830","솔브레인홀딩스","KOSDAQ","40",,,"5.26","8.94","유형3"
"2021/07/22","2021/07/23","2021/07/23","200230","텔콘RF제약","KOSDAQ","40",,,"6.57","8.87","유형3"
"2021/07/21","2021/07/22","2021/07/22","036490","SK머티리얼즈","KOSDAQ","40",,,"6.05","10.78","유형3"
"2021/07/21","2021/07/22","2021/07/22","086900","메디톡스","KOSDAQ","40",,,"5.53","7.80","유형3"
"2021/07/21","2021/07/22","2021/07/22","033290","코웰패션","KOSDAQ","40",,,"6.53","6.66","유형3"
"2021/07/21","2021/07/22","2021/07/22","263750","펄어비스","KOSDAQ","40",,,"5.54","6.28","유형3"
"2021/07/20","2021/07/21","2021/07/21","036930","주성엔지니어링","KOSDAQ","40",,,"6.21","5.93","유형3"
"2021/07/19","2021/07/20","2021/07/20","067630","에이치엘비생명과학","KOSDAQ","40",,,"6.35","5.85","유형3"
"2021/07/19","2021/07/20","2021/07/20","078070","유비쿼스홀딩스","KOSDAQ","40",,,"45.83","7.39","유형3"
"2021/07/16","2021/07/19","2021/07/19","086520","에코프로","KOSDAQ","34",,,"6.29","7.00","유형3"
"2021/07/15","2021/07/16","2021/07/16","092190","서울바이오시스","KOSDAQ","40",,,"8.11","6.98","유형3"
"2021/07/15","2021/07/16","2021/07/16","028300","에이치엘비","KOSDAQ","40",,,"5.83","9.90","유형3"
"2021/07/15","2021/07/16","2021/07/16","247540","에코프로비엠","KOSDAQ","40",,,"10.65","5.15","유형3"
"2021/07/15","2021/07/16","2021/07/16","033290","코웰패션","KOSDAQ","40",,,"24.14","7.09","유형3"
"2021/07/13","2021/07/14","2021/07/14","086520","에코프로","KOSDAQ","32",,,"6.20","6.88","유형3"
"2021/07/13","2021/07/14","2021/07/14","247540","에코프로비엠","KOSDAQ","40",,,"5.14","5.07","유형3"
"2021/07/12","2021/07/13","2021/07/13","033290","코웰패션","KOSDAQ","40",,,"5.17","7.18","유형3"
"2021/07/09","2021/07/12","2021/07/12","036810","에프에스티","KOSDAQ","40",,,"5.04","8.22","유형3"
"2021/07/08","2021/07/09","2021/07/09","218410","RFHIC","KOSDAQ","40",,,"6.89","5.76","유형3"
"2021/07/07","2021/07/08","2021/07/08","243070","휴온스","KOSDAQ","40",,,"5.27","7.42","유형3"
"2021/07/06","2021/07/07","2021/07/07","218410","RFHIC","KOSDAQ","40",,,"5.84","5.11","유형3"
"2021/07/06","2021/07/07","2021/07/07","085660","차바이오텍","KOSDAQ","40",,,"5.37","5.79","유형3"
"2021/07/02","2021/07/05","2021/07/05","293490","카카오게임즈","KOSDAQ","40",,,"10.56","8.44","유형3"
"2021/07/01","2021/07/02","2021/07/02","263750","펄어비스","KOSDAQ","40",,,"6.51","10.00","유형3"
"2021/06/30","2021/07/01","2021/07/01","085660","차바이오텍","KOSDAQ","40",,,"5.92","5.90","유형3"
"2021/06/29","2021/06/30","2021/06/30","080160","모두투어","KOSDAQ","36",,,"5.31","12.73","유형3"
"2021/06/29","2021/06/30","2021/06/30","263750","펄어비스","KOSDAQ","40",,,"11.93","10.22","유형3"
"2021/06/28","2021/06/29","2021/06/29","067160","아프리카TV","KOSDAQ","40",,,"6.71","6.36","유형3"
"2021/06/28","2021/06/29","2021/06/29","085660","차바이오텍","KOSDAQ","40",,,"6.74","5.90","유형3"
"2021/06/24","2021/06/25","2021/06/25","265520","AP시스템","KOSDAQ","40",,,"5.71","5.89","유형3"
"2021/06/23","2021/06/24","2021/06/24","100090","삼강엠앤티","KOSDAQ","40",,,"6.28","5.99","유형3"
"2021/06/23","2021/06/24","2021/06/24","067160","아프리카TV","KOSDAQ","40",,,"7.36","6.16","유형3"
"2021/06/22","2021/06/23","2021/06/23","085660","차바이오텍","KOSDAQ","40",,,"6.17","5.96","유형3"
"2021/06/21","2021/06/22","2021/06/22","100090","삼강엠앤티","KOSDAQ","40",,,"6.61","5.60","유형3"
"2021/06/18","2021/06/21","2021/06/21","015750","성우하이텍","KOSDAQ","40",,,"5.13","5.19","유형3"
"2021/06/17","2021/06/18","2021/06/18","100090","삼강엠앤티","KOSDAQ","40",,,"11.91","5.01","유형3"
"2021/06/17","2021/06/18","2021/06/18","038500","삼표시멘트","KOSDAQ","40",,,"7.16","6.77","유형3"
"2021/06/17","2021/06/18","2021/06/18","060150","인선이엔티","KOSDAQ","40",,,"5.01","5.90","유형3"
"2021/06/17","2021/06/18","2021/06/18","145020","휴젤","KOSDAQ","40",,,"15.72","5.68","유형3"
"2021/06/15","2021/06/16","2021/06/16","038500","삼표시멘트","KOSDAQ","40",,,"5.22","7.00","유형3"
"2021/06/14","2021/06/15","2021/06/15","058820","CMG제약","KOSDAQ","40",,,"6.11","6.69","유형3"
"2021/06/14","2021/06/15","2021/06/15","085660","차바이오텍","KOSDAQ","40",,,"6.89","6.57","유형3"
"2021/06/11","2021/06/14","2021/06/14","032190","다우데이타","KOSDAQ","40",,,"6.76","6.47","유형3"
"2021/06/11","2021/06/14","2021/06/14","194480","데브시스터즈","KOSDAQ","40","37.61","-5.87","234,769.04",,"유형1"
"2021/06/10","2021/06/11","2021/06/11","058820","CMG제약","KOSDAQ","40",,,"6.44","6.77","유형3"
"2021/06/10","2021/06/11","2021/06/11","023410","유진기업","KOSDAQ","40",,,"6.11","5.87","유형3"
"2021/06/09","2021/06/10","2021/06/10","222080","씨아이에스","KOSDAQ","40",,,"7.12","5.81","유형3"
"2021/06/09","2021/06/10","2021/06/10","067160","아프리카TV","KOSDAQ","40",,,"5.76","5.10","유형3"
"2021/06/09","2021/06/10","2021/06/10","003380","하림지주","KOSDAQ","40",,,"25.97","5.40","유형3"
"2021/06/08","2021/06/09","2021/06/09","065660","안트로젠","KOSDAQ","40",,,"5.23","10.73","유형3"
"2021/06/04","2021/06/07","2021/06/07","088800","에이스테크","KOSDAQ","40",,,"5.03","9.48","유형3"
"2021/06/03","2021/06/04","2021/06/04","067160","아프리카TV","KOSDAQ","40",,,"5.92","5.23","유형3"
"2021/06/01","2021/06/02","2021/06/02","267980","매일유업","KOSDAQ","40",,,"6.01","6.92","유형3"
"2021/06/01","2021/06/02","2021/06/02","034950","한국기업평가","KOSDAQ","40",,,"5.26","7.54","유형3"
"2021/05/28","2021/05/31","2021/05/31","183490","엔지켐생명과학","KOSDAQ","40",,,"7.65","7.73","유형3"
"2021/05/28","2021/05/31","2021/05/31","036930","주성엔지니어링","KOSDAQ","40",,,"6.71","7.01","유형3"
"2021/05/27","2021/05/28","2021/05/28","041510","에스엠","KOSDAQ","40",,,"8.90","7.76","유형3"
"2021/05/26","2021/05/27","2021/05/27","215000","골프존","KOSDAQ","40",,,"7.55","5.07","유형3"
"2021/05/25","2021/05/26","2021/05/26","065660","안트로젠","KOSDAQ","40",,,"8.60","7.51","유형3"
"2021/05/25","2021/05/26","2021/05/26","196170","알테오젠","KOSDAQ","40",,,"5.93","7.80","유형3"
"2021/05/25","2021/05/26","2021/05/26","041510","에스엠","KOSDAQ","40",,,"6.85","7.71","유형3"
"2021/05/25","2021/05/26","2021/05/26","022100","포스코 ICT","KOSDAQ","40",,,"5.18","5.99","유형3"
"2021/05/24","2021/05/25","2021/05/25","215000","골프존","KOSDAQ","40",,,"5.06","5.06","유형3"
"2021/05/24","2021/05/25","2021/05/25","032190","다우데이타","KOSDAQ","40",,,"5.22","8.27","유형3"
"2021/05/24","2021/05/25","2021/05/25","092040","아미코젠","KOSDAQ","40",,,"7.71","5.78","유형3"
"2021/05/24","2021/05/25","2021/05/25","204270","제이앤티씨","KOSDAQ","21",,,"6.48","6.42","유형3"
"2021/05/21","2021/05/24","2021/05/24","022100","포스코 ICT","KOSDAQ","40",,,"7.97","6.23","유형3"
"2021/05/20","2021/05/21","2021/05/21","032190","다우데이타","KOSDAQ","40",,,"5.90","8.32","유형3"
"2021/05/20","2021/05/21","2021/05/21","088800","에이스테크","KOSDAQ","40",,,"5.75","5.25","유형3"
"2021/05/20","2021/05/21","2021/05/21","039200","오스코텍","KOSDAQ","40",,,"6.32","6.70","유형3"
"2021/05/20","2021/05/21","2021/05/21","078020","이베스트투자증권","KOSDAQ","40",,,"5.06","6.26","유형3"
"2021/05/18","2021/05/20","2021/05/20","006730","서부T&D","KOSDAQ","40",,,"8.44","5.14","유형3"
"2021/05/18","2021/05/20","2021/05/20","041510","에스엠","KOSDAQ","40",,,"5.49","8.35","유형3"
"2021/05/18","2021/05/20","2021/05/20","048530","인트론바이오","KOSDAQ","40",,,"7.74","5.29","유형3"
"2021/05/18","2021/05/20","2021/05/20","095700","제넥신","KOSDAQ","40",,,"7.11","9.87","유형3"
"2021/05/18","2021/05/20","2021/05/20","048410","현대바이오","KOSDAQ","40",,,"5.65","5.33","유형3"
"2021/05/17","2021/05/18","2021/05/18","143240","사람인에이치알","KOSDAQ","40",,,"5.78","6.38","유형3"
"2021/05/17","2021/05/18","2021/05/18","108320","실리콘웍스","KOSDAQ","40",,,"11.43","5.88","유형3"
"2021/05/17","2021/05/18","2021/05/18","237690","에스티팜","KOSDAQ","40",,,"7.00","5.99","유형3"
"2021/05/17","2021/05/18","2021/05/18","078020","이베스트투자증권","KOSDAQ","40",,,"5.32","6.02","유형3"
"2021/05/14","2021/05/17","2021/05/17","215000","골프존","KOSDAQ","40",,,"7.91","5.01","유형3"
"2021/05/14","2021/05/17","2021/05/17","035810","이지홀딩스","KOSDAQ","40",,,"6.19","5.01","유형3"
"2021/05/14","2021/05/17","2021/05/17","048410","현대바이오","KOSDAQ","40",,,"8.72","5.42","유형3"
"2021/05/13","2021/05/14","2021/05/14","032190","다우데이타","KOSDAQ","40",,,"6.21","8.95","유형3"
"2021/05/13","2021/05/14","2021/05/14","143240","사람인에이치알","KOSDAQ","40",,,"6.52","5.95","유형3"
"2021/05/12","2021/05/13","2021/05/13","068760","셀트리온제약","KOSDAQ","40",,,"5.09","8.10","유형3"
"2021/05/12","2021/05/13","2021/05/13","237690","에스티팜","KOSDAQ","40",,,"5.91","5.95","유형3"
"2021/05/12","2021/05/13","2021/05/13","022100","포스코 ICT","KOSDAQ","40",,,"23.03","6.50","유형3"
"2021/05/12","2021/05/13","2021/05/13","048410","현대바이오","KOSDAQ","40",,,"12.14","5.21","유형3"
"2021/05/11","2021/05/12","2021/05/12","078020","이베스트투자증권","KOSDAQ","40",,,"6.21","5.58","유형3"
"2021/05/10","2021/05/11","2021/05/11","144510","녹십자랩셀","KOSDAQ","40",,,"6.12","5.07","유형3"
"2021/05/10","2021/05/11","2021/05/11","237690","에스티팜","KOSDAQ","40",,,"12.51","5.96","유형3"
