회사명,거래소코드,회계년도,이자비용(IFRS연결),이자비용(IFRS)
(주)에스티큐브,52020,Dec-19,2832523,2771946
(주)에스폴리텍,50760,Dec-19,1016310,1045000
(주)에스피시스템스,317830,Dec-19,344395,231815
(주)에스피지,58610,Dec-19,3032765,2411991
(주)에쎈테크,43340,Dec-19,510060,510060
(주)에이디칩스,54630,Dec-19,619713,619713
(주)에이디테크놀로지,200710,Dec-19,745721,745721
(주)에이루트,96690,Dec-19,2705219,2660631
(주)에이비프로바이오,195990,Dec-19,4217746,3330243
(주)에이스침대,3800,Dec-19,402195,402195
(주)에이스테크놀로지,88800,Dec-19,11134877,7832284
(주)에이스토리,241840,Dec-19,28420,28420
(주)에이치디,102210,Dec-19,1028250,1461784
(주)에이치비테크놀러지,78150,Dec-19,1408830,317859
(주)에이치시티,72990,Dec-19,475910,475779
(주)에이치알에스,36640,Dec-19,622015,611671
(주)에이치앤비디자인,227100,Dec-19,338582,335407
(주)에이치엘사이언스,239610,Dec-19,3783,3783
(주)에이치케이,44780,Dec-19,911223,911223
(주)에이텍,45660,Dec-19,15629,15629
(주)에이텍티앤,224110,Dec-19,204164,186744
(주)에이트원,230980,Dec-19,948102,932756
(주)에이티세미콘,89530,Dec-19,3809562,3685705
(주)에이팩트,200470,Dec-19,2234921,2234921
(주)에이팸,73070,Dec-19,2806515,2404246
(주)에이프로젠헬스케어앤게임즈,109960,Dec-19,216340,209787
(주)에치에프알,230240,Dec-19,408239,395071
(주)에코마케팅,230360,Dec-19,37282,29460
(주)에코프로,86520,Dec-19,11375522,480044
(주)에코프로비엠,247540,Dec-19,4483462,4483462
(주)에프알텍,73540,Dec-19,479799,268404
(주)에프앤리퍼블릭,64090,Dec-19,1285886,1274334
(주)에프에스엔,214270,Dec-19,6601198,6414445
(주)에프에스티,36810,Dec-19,580094,260650
(주)에프엔씨엔터테인먼트,173940,Dec-19,527343,475778
(주)엑사이엔씨,54940,Dec-19,1487860,782480
(주)엑세스바이오인코퍼레이션,950130,Dec-19,2193066,1424239
(주)엑셈,205100,Dec-19,156290,44917
(주)엑시콘,92870,Dec-19,904542,904542
(주)엔바이오니아,317870,Dec-19,317834,317834
(주)엔에스,217820,Dec-19,704862,672480
(주)엔에스엔,31860,Dec-19,2091239,1918362
(주)엔에이치엔벅스,104200,Dec-19,65481,23305
(주)엔이능률,53290,Dec-19,343403,343403
(주)엔지스테크널러지,208860,Dec-19,3511073,3498594
(주)엔지켐생명과학,183490,Dec-19,51453,34539
(주)엔케이맥스,182400,Dec-19,153510,108871
(주)엔텔스,69410,Dec-19,11552,10987
(주)엔피,291230,Dec-19,0,
(주)엔피디,198080,Dec-19,4575143,955775
(주)엔피케이,48830,Dec-19,392402,390839
(주)엘디티,96870,Dec-19,62,62
(주)엘아이에스,138690,Dec-19,3414809,3758804
(주)엘앤씨바이오,290650,Dec-19,60553,30813
(주)엘앤에프,66970,Dec-19,4259001,3458350
(주)엘앤케이바이오메드,156100,Dec-19,2045357,1624001
(주)엘엑스세미콘,108320,Dec-19,251687,251687
(주)엘엠에스,73110,Dec-19,1671348,1639978
(주)엘오티베큠,83310,Dec-19,551358,421636
(주)엠게임,58630,Dec-19,60816,59793
(주)엠디에스테크,86960,Dec-19,126968,56670
(주)엠씨넥스,97520,Dec-19,4494564,3259426
(주)엠아이텍,179290,Dec-19,58676,58676
(주)엠앤씨생명과학,225860,Dec-19,0,
(주)엠에스씨,9780,Dec-19,1143067,1143067
(주)엠에스오토텍,123040,Dec-19,30350306,9008831
(주)엠투엔,33310,Dec-19,893113,887620
(주)엠플러스,259630,Dec-19,1763421,1763421
(주)엠피대산,65150,Dec-19,1296379,862433
(주)연우,115960,Dec-19,1549761,1376743
(주)연이비앤티,90740,Dec-19,1633557,795545
(주)영우디에스피,143540,Dec-19,1408405,1389778
(주)예림당,36000,Dec-19,29944035,3226
(주)예선테크,250930,Dec-19,519142,488311
(주)예스티,122640,Dec-19,1292416,1240922
(주)오공,45060,Dec-19,847121,519802
(주)오디텍,80520,Dec-19,9007,9007
(주)오르비텍,46120,Dec-19,1359055,1359055
(주)오리엔탈정공,14940,Dec-19,3337114,450472
(주)오리엔트정공,65500,Dec-19,1460692,607011
(주)오리콤,10470,Dec-19,90000,48000
(주)오스코텍,39200,Dec-19,1213748,1198205
(주)오스테오닉,226400,Dec-19,1380593,1380593
(주)오스템,31510,Dec-19,2391685,2262137
(주)오이솔루션,138080,Dec-19,523110,523110
(주)오킨스전자,80580,Dec-19,1117407,1116213
(주)오텍,67170,Dec-19,8175165,1763547
(주)오파스넷,173130,Dec-19,260171,260171
(주)오픈베이스,49480,Dec-19,842367,332943
(주)오하임아이엔티,309930,Dec-19,0,
(주)옵투스제약,131030,Dec-19,3949,3949
(주)옵트론텍,82210,Dec-19,4896454,3687282
(주)옵티팜,153710,Dec-19,158577,158577
(주)와이비엠넷,57030,Dec-19,589752,589752
(주)와이솔,122990,Dec-19,1275663,480535
(주)와이어블,65530,Dec-19,1120466,1120466
(주)와이엔텍,67900,Dec-19,1999770,1243139
(주)와이오엠,66430,Dec-19,2378448,2378448
(주)와이제이엠게임즈,193250,Dec-19,1860811,1832323
(주)와이즈버즈,273060,Dec-19,0,
(주)와이지-원,19210,Dec-19,16473810,10526533
(주)와이지엔터테인먼트,122870,Dec-19,2128012,1253070
(주)와이티엔,40300,Dec-19,396161,396161
(주)우리기술,32820,Dec-19,3014977,2766540
(주)우리넷,115440,Dec-19,1253511,1253511
(주)우리로,46970,Dec-19,1890754,1683549
(주)우양,103840,Dec-19,2319413,2319413
(주)우정바이오,215380,Dec-19,68391,68391
(주)우주일렉트로닉스,65680,Dec-19,1087190,1079259
(주)원바이오젠,307280,Dec-19,0,
(주)원바이오젠,278380,Dec-19,582485,582485
(주)원익,32940,Dec-19,1572243,837515
(주)원익머트리얼즈,104830,Dec-19,419956,2495
(주)원익아이피에스,240810,Dec-19,164194,164194
(주)원익큐브,14190,Dec-19,2032415,1137432
(주)원익큐엔씨,74600,Dec-19,7949956,1586568
(주)원익피앤이,131390,Dec-19,655714,622423
(주)원익홀딩스,30530,Dec-19,8312216,2501663
(주)원일특강,12620,Dec-19,2394754,2249023
(주)원풍,8370,Dec-19,3113,3113
(주)월덱스,101160,Dec-19,1751416,743232
(주)웨이버스,336060,Dec-19,0,
(주)웨이브일렉트로닉스,95270,Dec-19,3386864,3145162
(주)웰크론,65950,Dec-19,5067242,1554417
(주)웰크론한텍,76080,Dec-19,2704211,727895
(주)웹스,196700,Dec-19,848016,655586
(주)웹젠,69080,Dec-19,159521,9638
(주)위니아,71460,Dec-19,7631416,5899403
(주)위닉스,44340,Dec-19,1485106,863968
(주)위메이드,112040,Dec-19,775781,14568
(주)위메이드맥스,101730,Dec-19,776871,10652
(주)위메이드플레이,123420,Dec-19,170144,108240
(주)위세아이텍,65370,Dec-19,68837,68837
(주)위지윅스튜디오,299900,Dec-19,560209,362493
(주)위지트,36090,Dec-19,1102934,1086615
(주)윈스,136540,Dec-19,1325065,1203731
(주)윈팩,97800,Dec-19,2316533,2316533
(주)윈하이텍,192390,Dec-19,2315165,2024621
(주)윌링스,313760,Dec-19,398857,398857
(주)유니온커뮤니티,203450,Dec-19,159757,159757
(주)유니크,11320,Dec-19,1998207,1956019
(주)유니테스트,86390,Dec-19,550858,61985
(주)유니테크노,241690,Dec-19,1126111,1121474
(주)유니트론텍,142210,Dec-19,2523293,2053357
(주)유라테크,48430,Dec-19,3344,2844
(주)유바이오로직스,206650,Dec-19,324935,324935
(주)유비케어,32620,Dec-19,20807,7511
(주)유비쿼스,264450,Dec-19,43961,43961
(주)유비쿼스홀딩스,78070,Dec-19,6638,662
(주)유성티엔에스,24800,Dec-19,7386104,6711801
(주)유신,54930,Dec-19,852921,852921
(주)유씨아이,38340,Dec-19,544390,515562
(주)유아이디,69330,Dec-19,1221582,786761
(주)유에스티,263770,Dec-19,512979,512979
(주)유진로봇,56080,Dec-19,407128,230422
(주)유진테크,84370,Dec-19,194339,3073
(주)유테크,178780,Dec-19,2685982,1560614
(주)유티아이,179900,Dec-19,586699,228232
(주)유틸렉스,263050,Dec-19,162582,162582
(주)육일씨엔에쓰,191410,Dec-19,1670268,858941
(주)율호,72770,Dec-19,231381,171697
(주)이건홀딩스,39020,Dec-19,7975842,375544
(주)이글루코퍼레이션,67920,Dec-19,16027,16027
(주)이글벳,44960,Dec-19,240084,240084
(주)이노메트리,302430,Dec-19,35645,12069
(주)이노와이어리스,73490,Dec-19,1239936,1102383
(주)이노인스트루먼트,215790,Dec-19,2983102,1901574
(주)이노테라피,246960,Dec-19,29143,29143
(주)이녹스,88390,Dec-19,2069977,1175452
(주)이녹스첨단소재,272290,Dec-19,2577803,2044329
(주)이라이콤,41520,Dec-19,115334,74894
(주)이랜시스,264850,Dec-19,267535,267535
(주)이랜텍,54210,Dec-19,8958800,2839372
(주)이루온,65440,Dec-19,487264,299326
(주)이매진아시아,36260,Dec-19,835209,803773
(주)이미지스테크놀로지,115610,Dec-19,4115,4115
(주)이브이수성,84180,Dec-19,3818038,3813623
(주)이브이첨단소재,131400,Dec-19,757548,517150
(주)이상네트웍스,80010,Dec-19,973747,944914
(주)이수앱지스,86890,Dec-19,2072991,2072991
(주)이스트소프트,47560,Dec-19,1981629,1753569
(주)이십일스토어,270020,Dec-19,707205,548492
(주)이엔에프테크놀로지,102710,Dec-19,1224359,789067
(주)이엔코퍼레이션,66980,Dec-19,4319207,1506636
(주)이엘피,63760,Dec-19,15747,9991
(주)이엠네트웍스,87730,Dec-19,10866454,10796586
(주)이엠넷,123570,Dec-19,9306,2199
(주)이엠앤아이,83470,Dec-19,526006,504384
(주)이엠텍,91120,Dec-19,1489588,426170
(주)이오테크닉스,39030,Dec-19,465071,272041
(주)이즈미디어,181340,Dec-19,357986,339475
(주)이지,37370,Dec-19,583352,201896
(주)이지홀딩스,35810,Dec-19,32060675,5790296
(주)이큐셀,160600,Dec-19,1770201,1579468
(주)이크레더블,92130,Dec-19,8829,7643
(주)이퓨쳐,134060,Dec-19,26668,26668
(주)인바디,41830,Dec-19,140696,3155
(주)인산가,277410,Dec-19,69529,43346
(주)인성정보,33230,Dec-19,2590105,960673
(주)인지디스플레이,37330,Dec-19,3497229,1667694
(주)인콘,83640,Dec-19,2718237,2669737
(주)인터로조,119610,Dec-19,840206,836539
(주)인터코스,240340,Dec-19,0,
(주)인터플렉스,51370,Dec-19,1637518,1604310
(주)인텍플러스,64290,Dec-19,301531,300583
(주)인텔리안테크놀로지스,189300,Dec-19,1138790,918290
(주)인트로메딕,150840,Dec-19,2309960,2305124
(주)인트론바이오테크놀로지,48530,Dec-19,957131,957106
(주)인포마크,175140,Dec-19,1632399,1508222
(주)인포바인,115310,Dec-19,25532,10611
(주)인피니트헬스케어,71200,Dec-19,144344,1014
(주)일승,333430,Dec-19,0,
(주)일신바이오베이스,68330,Dec-19,0,0
(주)일야,58450,Dec-19,713499,465104
(주)일지테크,19540,Dec-19,5930727,1711340
(주)일진파워,94820,Dec-19,66009,25415
(주)잉크테크,49550,Dec-19,2041031,1992498
(주)자비스,254120,Dec-19,535608,535418
(주)자연과환경,43910,Dec-19,528701,295452
(주)장원테크,174880,Dec-19,1964478,1273957
(주)전우정밀,120780,Dec-19,0,
(주)정다운,208140,Dec-19,2023313,1483997
(주)정상제이엘에스,40420,Dec-19,472002,469784
(주)정원엔시스,45510,Dec-19,371047,200786
(주)제낙스,65620,Dec-19,2065102,2065102
(주)제넥신,95700,Dec-19,4585177,4585177
(주)제넨바이오,72520,Dec-19,3724161,3518767
(주)제노레이,122310,Dec-19,243216,237159
(주)제노포커스,187420,Dec-19,249068,80703
(주)제닉,123330,Dec-19,1299608,190774
(주)제로투세븐,159580,Dec-19,888612,887051
(주)제우스,79370,Dec-19,1805447,748617
(주)제이브이엠,54950,Dec-19,156298,68998
(주)제이스텍,90470,Dec-19,156866,156866
(주)제이시스메디칼,287410,Dec-19,0,
(주)제이앤티씨,204270,Dec-19,1654158,2266320
(주)제이에스티나,26040,Dec-19,346926,345758
(주)제이엘케이,322510,Dec-19,52579,52454
(주)제이와이피엔터테인먼트,35900,Dec-19,49145,40716
(주)제이웨이,58420,Dec-19,302277,43413
(주)제이티,89790,Dec-19,501521,501521
(주)제일바이오,52670,Dec-19,1181,1181
(주)제일테크노스,38010,Dec-19,1382714,1258833
(주)제주반도체,80220,Dec-19,5349816,2743606
(주)제테마,216080,Dec-19,0,0
(주)젬백스&카엘,82270,Dec-19,4754535,4754534
(주)젬백스링크,64800,Dec-19,2510704,2509836
(주)조이시티,67000,Dec-19,169777,141267
(주)좋은사람들,33340,Dec-19,651088,600289
(주)중앙디앤엠,51980,Dec-19,395415,378062
(주)중앙백신연구소,72020,Dec-19,130861,130861
(주)중앙에너비스,440,Dec-19,412923,412923
(주)지노믹트리,228760,Dec-19,0,0
(주)지니뮤직,43610,Dec-19,297170,297170
(주)지니틱스,303030,Dec-19,136788,136788
(주)지란지교시큐리티,208350,Dec-19,168204,123502
(주)지씨셀,144510,Dec-19,245770,238076
(주)지어소프트,51160,Dec-19,519337,137769
(주)지에스이,53050,Dec-19,444471,444471
(주)지에스홈쇼핑,28150,Dec-19,92433,17562
(주)지엔씨에너지,119850,Dec-19,504883,498421
(주)지엔코,65060,Dec-19,5193904,4696310
(주)지유온,111820,Dec-19,206799,206799
(주)지티지웰니스,219750,Dec-19,855688,854157
(주)진로발효,18120,Dec-19,34301,26701
(주)진매트릭스,109820,Dec-19,573559,573559
(주)진바이오텍,86060,Dec-19,0,0
(주)진성티이씨,36890,Dec-19,2884828,380119
(주)차바이오텍,85660,Dec-19,11400096,2365271
(주)창해에탄올,4650,Dec-19,4237967,1176378
(주)천보,278280,Dec-19,443318,23455
(주)체리부로,66360,Dec-19,4813114,2868648
(주)초록뱀미디어,47820,Dec-19,2077058,2076858
(주)초록뱀컴퍼니,52300,Dec-19,3920232,3920232
(주)칩스앤미디어,94360,Dec-19,0,0
(주)카나리아바이오,16790,Dec-19,1012021,1012021
(주)카스,16920,Dec-19,2282787,2121323
(주)카이노스메드,284620,Dec-19,0,
(주)캐리소프트,317530,Dec-19,404821,404821
(주)캐스텍코리아,71850,Dec-19,4469919,2958776
(주)캠시스,50110,Dec-19,4857729,4196812
(주)컴투스,78340,Dec-19,286726,231289
(주)컴투스홀딩스,63080,Dec-19,2834144,2515253
(주)케스피온,79190,Dec-19,882577,763874
(주)케어랩스,263700,Dec-19,1901706,1896226
(주)케어젠,214370,Dec-19,0,0
(주)케이비지,318000,Dec-19,116947,116947
(주)케이사인,192250,Dec-19,280559,262011
(주)케이씨씨건설,21320,Dec-19,6060621,6060621
(주)케이씨아이,36670,Dec-19,99733,99733
(주)케이씨에스,115500,Dec-19,5481,5481
(주)케이씨티,89150,Dec-19,506231,506231
(주)케이씨피드,25880,Dec-19,1237403,1188077
(주)케이아이엔엑스,93320,Dec-19,331051,324820
(주)케이에스피,73010,Dec-19,436608,436608
(주)케이에이치바텍,60720,Dec-19,3718512,2641461
(주)케이엑스이노베이션,122450,Dec-19,6265753,1473565
(주)케이엑스하이텍,52900,Dec-19,179967,63584
(주)케이엔더블유,105330,Dec-19,564061,302762
(주)케이엔엔,58400,Dec-19,21132,21132
(주)케이엔제이,272110,Dec-19,1436277,1434669
(주)케이엘넷,39420,Dec-19,297,297
(주)케이엠,83550,Dec-19,593430,567620
(주)케이엠더블유,32500,Dec-19,5670335,4079084
(주)케이지모빌리언스,46440,Dec-19,4366998,3194294
(주)케이지이니시스,35600,Dec-19,10684286,430135
(주)케이티서브마린,60370,Dec-19,380686,380686
(주)케이티알파,36030,Dec-19,411247,411247
(주)케이프,64820,Dec-19,6712075,2719889
(주)케이피에스,256940,Dec-19,65971,65971
(주)케이피에프,24880,Dec-19,8262044,5002278
(주)케이피엠테크,42040,Dec-19,5353933,3419570
(주)케이피티유,54410,Dec-19,724375,724375
(주)케일럼,258610,Dec-19,1083025,1083025
(주)켐온,217600,Dec-19,20285,20285
(주)켐트로닉스,89010,Dec-19,5764550,3927419
(주)켐트로스,220260,Dec-19,368813,368813
(주)코너스톤네트웍스,33110,Dec-19,2705786,2417150
(주)코다코,46070,Dec-19,13917253,10387813
(주)코데즈컴바인,47770,Dec-19,379012,70462
(주)코디,80530,Dec-19,4201328,4071437
(주)코디엠,224060,Dec-19,1054495,1020473
(주)코렌텍,104540,Dec-19,894244,883205
(주)코리아나화장품,27050,Dec-19,545039,541093
(주)코리아센터,290510,Dec-19,4852502,3771219
(주)코리아에스이,101670,Dec-19,0,0
(주)코맥스,36690,Dec-19,222809,222809
(주)코메론,49430,Dec-19,132854,3987
(주)코미코,183300,Dec-19,5433199,3331301
(주)코미팜,41960,Dec-19,1908854,1908854
(주)코세스,89890,Dec-19,762977,762977
(주)코센,9730,Dec-19,8129947,8072095
(주)코스나인,82660,Dec-19,2769132,2769132
(주)코스메카코리아,241710,Dec-19,3526000,2176934
(주)코스온,69110,Dec-19,4394445,3508704
(주)코썬바이오,204990,Dec-19,272732,159986
(주)코아시아,45970,Dec-19,5475865,1222696
(주)코아시아옵틱스,196450,Dec-19,2330381,1447802
(주)코엔텍,29960,Dec-19,374903,374903
(주)코원플레이,56000,Dec-19,125321,24930
(주)코윈테크,282880,Dec-19,159323,159323
(주)코이즈,121850,Dec-19,1022476,754957
(주)코콤,15710,Dec-19,69319,69319
(주)코텍,52330,Dec-19,0,0
(주)코퍼스코리아,322780,Dec-19,0,
(주)코프라,126600,Dec-19,523076,168936
(주)큐로컴,40350,Dec-19,2585620,1986246
(주)큐로홀딩스,51780,Dec-19,2790489,2539464
(주)큐리언트,115180,Dec-19,10489,10489
(주)큐브엔터테인먼트,182360,Dec-19,165790,165790
(주)큐에스아이,66310,Dec-19,21192,0
(주)크레버스,96240,Dec-19,1824065,692392
(주)크리스에프앤씨,110790,Dec-19,648699,621638
(주)크린앤사이언스,45520,Dec-19,776715,750036
(주)클라우드에어,36170,Dec-19,2592213,2592213
(주)클래시스,214150,Dec-19,274170,274170
(주)클리오,237880,Dec-19,1110299,1110299
(주)키이스트,54780,Dec-19,305567,289635
(주)타이거일렉,219130,Dec-19,49183,49183
(주)탑엔지니어링,65130,Dec-19,2204761,997336
(주)탑코미디어,134580,Dec-19,10046,10046
(주)태광,23160,Dec-19,105252,105252
(주)태성,323280,Dec-19,0,
(주)태양,53620,Dec-19,151893,151893
(주)태웅,44490,Dec-19,8184520,8184520
(주)태웅로직스,124560,Dec-19,917554,916582
(주)테라젠이텍스,66700,Dec-19,2976537,2215610
(주)테스,95610,Dec-19,44556,44556
(주)테크윙,89030,Dec-19,4790763,4574838
(주)텔레칩스,54450,Dec-19,37664,30617
(주)텔레필드,91440,Dec-19,1156443,972560
(주)텔콘알에프제약,200230,Dec-19,1835015,1794644
(주)토박스코리아,215480,Dec-19,648779,648779
(주)토비스,51360,Dec-19,1498252,581986
(주)토탈소프트뱅크,45340,Dec-19,95275,95275
(주)톱텍,108230,Dec-19,3745160,1420900
(주)투비소프트,79970,Dec-19,1674558,1286001
(주)트루윈,105550,Dec-19,1472720,1472720
(주)특수건설,26150,Dec-19,1378053,1375095
(주)티라유텍,322180,Dec-19,255005,255005
(주)티로보틱스,117730,Dec-19,1406425,1403095
(주)티비씨,33830,Dec-19,10069,10069
(주)티사이언티픽,57680,Dec-19,519381,519381
(주)티씨케이,64760,Dec-19,11140,11140
(주)티앤알바이오팹,246710,Dec-19,46013,46013
(주)티에스넥스젠,43220,Dec-19,2839394,2680819
(주)티에스이,131290,Dec-19,595578,0
(주)티에스트릴리온,317240,Dec-19,0,
(주)티엘아이,62860,Dec-19,7198,7198
(주)티움바이오,321550,Dec-19,19619,19619
(주)티케이케미칼,104480,Dec-19,8676529,8656442
(주)티티씨디펜스,309900,Dec-19,0,
(주)티플랙스,81150,Dec-19,1184162,1184162
(주)티피씨,130740,Dec-19,2233432,1440800
(주)티피씨메카트로닉스,48770,Dec-19,2376125,2088690
(주)파나진,46210,Dec-19,2456,2456
(주)파라다이스,34230,Dec-19,52045850,10438828
(주)파라텍,33540,Dec-19,1277425,1268332
(주)파루,43200,Dec-19,181809,181809
(주)파마리서치,214450,Dec-19,2343167,2070623
(주)파멥신,208340,Dec-19,4244623,4244623
(주)파버나인,177830,Dec-19,3198616,2869159
(주)파세코,37070,Dec-19,262806,262806
(주)파수,150900,Dec-19,768349,768102
(주)파워넷,37030,Dec-19,1725091,1540554
(주)파워로직스,47310,Dec-19,1131699,641795
(주)파이오링크,170790,Dec-19,54115,54115
(주)파인디앤씨,49120,Dec-19,1852374,1739466
(주)파인디지털,38950,Dec-19,11602,4640
(주)파인테크닉스,106240,Dec-19,1794009,1542846
(주)파인텍,131760,Dec-19,3057012,2688985
(주)파커스,65690,Dec-19,1217290,898799
(주)파크시스템스,140860,Dec-19,65795,22408
(주)파트론,91700,Dec-19,1433313,1115258
(주)팍스넷,38160,Dec-19,3575166,3429334
(주)팜스빌,318010,Dec-19,4415,4415
(주)팜스토리,27710,Dec-19,13840730,6781340
(주)팬스타엔터프라이즈,54300,Dec-19,797890,797890
(주)팬엔터테인먼트,68050,Dec-19,458431,458190
(주)팬젠,222110,Dec-19,1214409,1214409
(주)펄어비스,263750,Dec-19,6295454,3605073
(주)펩트론,87010,Dec-19,0,0
(주)포메탈,119500,Dec-19,215432,215432
(주)포스코아이씨티,22100,Dec-19,218821,126263
(주)포스코엠텍,9520,Dec-19,9041,9041
(주)포인트엔지니어링,256630,Dec-19,441024,438168
(주)포커스에이치엔에스,331380,Dec-19,0,
(주)폴라리스세원,234100,Dec-19,1593805,1329147
(주)폴라리스오피스,41020,Dec-19,117954,18566
(주)폴라리스우노,114630,Dec-19,19694,19444
(주)푸드나무,290720,Dec-19,18951,18951
(주)푸드웰,5670,Dec-19,778405,334666
(주)푸른기술,94940,Dec-19,96063,96063
(주)퓨전,195440,Dec-19,1488510,1443303
(주)퓨쳐켐,220100,Dec-19,3302817,2304994
(주)프럼파스트,35200,Dec-19,2718,2718
(주)프로스테믹스,203690,Dec-19,96700,96700
(주)프로이천,321260,Dec-19,0,
(주)프로텍,53610,Dec-19,101337,20409
(주)프리엠스,53160,Dec-19,242,242
(주)플래스크,41590,Dec-19,10909034,10864793
(주)플랜티넷,75130,Dec-19,52744,2725
(주)플레이디,237820,Dec-19,586953,586953
(주)플레이위드,23770,Dec-19,601338,601338
(주)플리토,300080,Dec-19,342112,342112
(주)피델릭스,32580,Dec-19,1136861,1136861
(주)피씨디렉트,51380,Dec-19,512622,512622
(주)피에이치씨,57880,Dec-19,3873950,3873494
(주)피엔티,137400,Dec-19,2740752,2325375
(주)피엔풍년,24940,Dec-19,203339,203339
