회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)한국비엔씨,226610,2017/12,제조업
(주)한국아트라스비엑스,023890,2017/12,제조업
(주)한국코퍼레이션,050540,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)한국큐빅,021650,2017/12,제조업
(주)한국테크놀로지,053590,2017/12,도매 및 소매업
(주)한국팩키지,037230,2017/12,제조업
(주)한글과컴퓨터,030520,2017/12,정보통신업
(주)한네트,052600,2017/12,정보통신업
(주)한빛소프트,047080,2017/12,정보통신업
(주)한송네오텍,226440,2017/12,제조업
(주)한일진공,123840,2017/12,제조업
(주)한창바이오텍,043090,2017/12,도매 및 소매업
(주)한컴위드,054920,2017/12,정보통신업
(주)한컴지엠디,077280,2017/12,정보통신업
(주)한탑,002680,2017/12,제조업
(주)한프,066110,2017/12,제조업
(주)핸디소프트,220180,2017/12,정보통신업
(주)행남사,008800,2017/12,제조업
(주)헥토이노베이션,214180,2017/12,정보통신업
(주)헬릭스미스,084990,2017/12,"전문, 과학 및 기술 서비스업"
(주)현대공업,170030,2017/12,제조업
(주)현대바이오랜드,052260,2017/12,제조업
(주)현대에버다임,041440,2017/12,제조업
(주)현대이지웰,090850,2017/12,정보통신업
(주)협진,138360,2017/12,제조업
(주)형지아이앤씨,011080,2017/12,제조업
(주)홈센타홀딩스,060560,2017/12,도매 및 소매업
(주)홈캐스트,064240,2017/12,제조업
(주)화신정공,126640,2017/12,제조업
(주)화신테크,086250,2017/12,제조업
(주)화진,134780,2017/12,제조업
(주)휴럼,284420,2017/12,제조업
(주)휴맥스,115160,2017/12,제조업
(주)휴맥스홀딩스,028080,2017/12,정보통신업
(주)휴먼엔,032860,2017/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)휴메딕스,200670,2017/12,제조업
(주)휴비츠,065510,2017/12,제조업
(주)휴센텍,215090,2017/12,제조업
(주)휴엠앤씨,263920,2017/12,제조업
(주)휴온스,243070,2017/12,제조업
(주)휴온스글로벌,084110,2017/12,제조업
(주)흥국,010240,2017/12,제조업
(주)흥국에프엔비,189980,2017/12,제조업
(주)희림종합건축사사무소,037440,2017/12,"전문, 과학 및 기술 서비스업"
(주)힘스,238490,2017/12,제조업
KB오토시스(주),024120,2017/12,제조업
KD(주),044180,2017/12,건설업
가온미디어(주),078890,2017/12,제조업
감성코퍼레이션(주),036620,2017/12,도매 및 소매업
갤럭시아머니트리(주),094480,2017/12,정보통신업
경남스틸(주),039240,2017/12,제조업
경남제약(주),053950,2017/12,제조업
경동제약(주),011040,2017/12,제조업
경창산업(주),024910,2017/12,제조업
고려신용정보(주),049720,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
고려제약(주),014570,2017/12,제조업
광진실업(주),026910,2017/12,제조업
국일신동(주),060480,2017/12,제조업
국일제지(주),078130,2017/12,제조업
글로벌에스엠테크리미티드,900070,2017/12,"전문, 과학 및 기술 서비스업"
글로벌텍스프리(주),204620,2017/12,금융 및 보험업
글로본(주),019660,2017/12,도매 및 소매업
금강철강(주),053260,2017/12,제조업
나노캠텍(주),091970,2017/12,제조업
나라엠앤디(주),051490,2017/12,제조업
나무기술(주),242040,2017/12,정보통신업
나이스정보통신(주),036800,2017/12,정보통신업
나이스평가정보(주),030190,2017/12,정보통신업
남화토건(주),091590,2017/12,건설업
넥슨지티(주),041140,2017/12,정보통신업
농업회사법인(주)농우바이오,054050,2017/12,"농업, 임업 및 어업"
뉴지랩파마(주),214870,2017/12,도매 및 소매업
다믈멀티미디어(주),093640,2017/12,제조업
대동금속(주),020400,2017/12,제조업
대동기어(주),008830,2017/12,제조업
대봉엘에스(주),078140,2017/12,제조업
대아티아이(주),045390,2017/12,제조업
대양전기공업(주),108380,2017/12,제조업
대양제지공업(주),006580,2017/12,제조업
대원미디어(주),048910,2017/12,도매 및 소매업
대원산업(주),005710,2017/12,제조업
대정화금(주),120240,2017/12,제조업
대주산업(주),003310,2017/12,제조업
대주전자재료(주),078600,2017/12,제조업
대한광통신(주),010170,2017/12,제조업
대한그린파워(주),060900,2017/12,"전기, 가스, 증기 및 공기조절 공급업"
대한뉴팜(주),054670,2017/12,제조업
대한약품공업(주),023910,2017/12,제조업
대화제약(주),067080,2017/12,제조업
더이앤엠(주),089230,2017/12,정보통신업
덕산네오룩스(주),213420,2017/12,제조업
덕산하이메탈(주),077360,2017/12,제조업
덕우전자(주),263600,2017/12,제조업
데브시스터즈(주),194480,2017/12,정보통신업
도이치모터스(주),067990,2017/12,도매 및 소매업
동국산업(주),005160,2017/12,제조업
동국제약(주),086450,2017/12,제조업
동신건설(주),025950,2017/12,건설업
동아화성(주),041930,2017/12,제조업
동양이엔피(주),079960,2017/12,제조업
동양파일(주),228340,2017/12,제조업
동일금속(주),109860,2017/12,제조업
동일철강(주),023790,2017/12,제조업
동화기업(주),025900,2017/12,제조업
디에스티(주),033430,2017/12,제조업
디엑스앤브이엑스(주),180400,2017/12,"전문, 과학 및 기술 서비스업"
디와이피엔에프(주),104460,2017/12,제조업
디젠스(주),113810,2017/12,제조업
디케이락(주),105740,2017/12,제조업
라온시큐어(주),042510,2017/12,정보통신업
램테크놀러지(주),171010,2017/12,제조업
럭슬(주),033600,2017/12,제조업
로스웰인터내셔널유한회사,900260,2017/12,"전문, 과학 및 기술 서비스업"
로체시스템즈(주),071280,2017/12,제조업
리노공업(주),058470,2017/12,제조업
마이크로로봇(주),182690,2017/12,도매 및 소매업
매일유업(주),267980,2017/12,제조업
매일홀딩스(주),005990,2017/12,제조업
메가스터디(주),072870,2017/12,정보통신업
메가스터디교육(주),215200,2017/12,교육 서비스업
메가엠디(주),133750,2017/12,교육 서비스업
메디앙스(주),014100,2017/12,제조업
메디포스트(주),078160,2017/12,제조업
모바일어플라이언스(주),087260,2017/12,정보통신업
모트렉스(주),118990,2017/12,제조업
무림에스피(주),001810,2017/12,제조업
미래나노텍(주),095500,2017/12,제조업
미래오토스,176440,2017/12,제조업
미스터블루(주),207760,2017/12,정보통신업
바디텍메드(주),206640,2017/12,제조업
바이온(주),032980,2017/12,도매 및 소매업
베뉴지(주),019010,2017/12,도매 및 소매업
보성파워텍(주),006910,2017/12,제조업
비디아이(주),148140,2017/12,제조업
비에이치아이(주),083650,2017/12,제조업
빛샘전자(주),072950,2017/12,제조업
삼강엠앤티(주),100090,2017/12,제조업
삼륭물산(주),014970,2017/12,제조업
삼목에스폼(주),018310,2017/12,제조업
삼보모터스(주),053700,2017/12,제조업
삼보산업(주),009620,2017/12,제조업
삼아제약(주),009300,2017/12,제조업
삼영엠텍(주),054540,2017/12,제조업
삼영이엔씨(주),065570,2017/12,제조업
삼지전자(주),037460,2017/12,제조업
삼천당제약(주),000250,2017/12,제조업
삼천리자전거(주),024950,2017/12,도매 및 소매업
삼현철강(주),017480,2017/12,제조업
상신이디피(주),091580,2017/12,제조업
상신전자(주),263810,2017/12,제조업
서암기계공업(주),100660,2017/12,제조업
서울반도체(주),046890,2017/12,제조업
서울전자통신(주),027040,2017/12,도매 및 소매업
서호전기(주),065710,2017/12,제조업
성우전자(주),081580,2017/12,제조업
성우테크론(주),045300,2017/12,제조업
성호전자(주),043260,2017/12,제조업
세명전기공업(주),017510,2017/12,제조업
세종머티리얼즈(주),135270,2017/12,제조업
세종텔레콤(주),036630,2017/12,정보통신업
소니드(주),060230,2017/12,제조업
소프트캠프(주),258790,2017/12,정보통신업
소프트캠프(주),210610,2017/12,정보통신업
솔브레인홀딩스(주),036830,2017/12,"전문, 과학 및 기술 서비스업"
스튜디오드래곤(주),253450,2017/12,정보통신업
시그네틱스(주),033170,2017/12,제조업
신라섬유(주),001000,2017/12,도매 및 소매업
신라에스지(주),025870,2017/12,도매 및 소매업
신라젠(주),215600,2017/12,"전문, 과학 및 기술 서비스업"
신성델타테크(주),065350,2017/12,제조업
신신제약(주),002800,2017/12,제조업
신원종합개발(주),017000,2017/12,건설업
신일제약(주),012790,2017/12,제조업
신화인터텍(주),056700,2017/12,제조업
신흥에스이씨(주),243840,2017/12,제조업
쌍용정보통신(주),010280,2017/12,정보통신업
씨비아이(주),013720,2017/12,제조업
씨아이에스(주),222080,2017/12,제조업
씨앤지하이테크(주),264660,2017/12,제조업
씨앤티85(주),056730,2017/12,건설업
씨제이프레시웨이(주),051500,2017/12,도매 및 소매업
씨큐브(주),101240,2017/12,제조업
아미코젠(주),092040,2017/12,제조업
아비코전자(주),036010,2017/12,제조업
아이쓰리시스템(주),214430,2017/12,제조업
아이진(주),185490,2017/12,"전문, 과학 및 기술 서비스업"
아이크래프트(주),052460,2017/12,정보통신업
아이텍(주),119830,2017/12,"전문, 과학 및 기술 서비스업"
아진산업(주),013310,2017/12,제조업
안국약품(주),001540,2017/12,제조업
알리코제약(주),260660,2017/12,제조업
알서포트(주),131370,2017/12,정보통신업
알에스오토메이션(주),140670,2017/12,제조업
알에프에이치아이씨(주),218410,2017/12,제조업
애니젠(주),196300,2017/12,제조업
애머릿지코퍼레이션,900100,2017/12,도매 및 소매업
앱클론(주),174900,2017/12,제조업
어보브반도체(주),102120,2017/12,제조업
에스넷시스템(주),038680,2017/12,정보통신업
에스디엔(주),099220,2017/12,도매 및 소매업
에스맥(주),097780,2017/12,제조업
에스비더블유생명과학(주),151910,2017/12,제조업
에스씨아이평가정보(주),036120,2017/12,정보통신업
에스앤씨엔진그룹리미티드,900080,2017/12,"전문, 과학 및 기술 서비스업"
에스에이치엔엘(주),050320,2017/12,제조업
에스엔유프리시젼(주),080000,2017/12,제조업
에스엔케이폴리텍(주),091340,2017/12,제조업
에스와이(주),109610,2017/12,제조업
에스지씨이테크건설(주),016250,2017/12,건설업
에스지에이(주),049470,2017/12,정보통신업
에스지에이솔루션즈(주),184230,2017/12,정보통신업
에스지에이클라우드서비스(주),224880,2017/12,정보통신업
에스지이(주),255220,2017/12,제조업
에스케이 머티리얼즈(주),036490,2017/12,제조업
에스케이씨솔믹스(주),057500,2017/12,제조업
에스텍(주),069510,2017/12,제조업
에스트래픽(주),234300,2017/12,정보통신업
에스티팜(주),237690,2017/12,제조업
에이아이비트(주),039230,2017/12,제조업
에이치엘비(주),028300,2017/12,제조업
에이치엘비생명과학(주),067630,2017/12,"전문, 과학 및 기술 서비스업"
에이치엘비제약(주),047920,2017/12,"전문, 과학 및 기술 서비스업"
에이치엘비테라퓨틱스(주),115450,2017/12,도매 및 소매업
에이테크솔루션(주),071670,2017/12,제조업
에이피시스템(주),265520,2017/12,제조업
에이피에스홀딩스(주),054620,2017/12,"전문, 과학 및 기술 서비스업"
에이피위성(주),211270,2017/12,제조업
에코바이오홀딩스(주),038870,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
에코플라스틱(주),038110,2017/12,제조업
에프엔에스테크(주),083500,2017/12,제조업
엑스큐어(주),070300,2017/12,정보통신업
엔브이에이치코리아(주),067570,2017/12,제조업
엔시트론(주),101400,2017/12,제조업
엔에이치엔한국사이버결제(주),060250,2017/12,정보통신업
엘비세미콘(주),061970,2017/12,제조업
엘컴텍(주),037950,2017/12,제조업
엘티씨(주),170920,2017/12,제조업
엠에프엠코리아(주),251960,2017/12,제조업
엠케이전자(주),033160,2017/12,제조업
영신금속공업(주),007530,2017/12,제조업
영풍정밀(주),036560,2017/12,제조업
영화테크(주),265560,2017/12,제조업
예스이십사(주),053280,2017/12,도매 및 소매업
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2017/12,"전문, 과학 및 기술 서비스업"
오로라월드(주),039830,2017/12,"전문, 과학 및 기술 서비스업"
오상자이엘(주),053980,2017/12,정보통신업
오성첨단소재(주),052420,2017/12,제조업
오션브릿지(주),241790,2017/12,제조업
오스템임플란트(주),048260,2017/12,제조업
옴니시스템(주),057540,2017/12,제조업
옵티시스(주),109080,2017/12,제조업
와이더블유(주),051390,2017/12,도매 및 소매업
와이아이케이(주),232140,2017/12,제조업
와이엠씨(주),155650,2017/12,제조업
와이엠티(주),251370,2017/12,제조업
와토스코리아(주),079000,2017/12,제조업
우리바이오(주),082850,2017/12,제조업
우리산업(주),215360,2017/12,제조업
우리산업홀딩스(주),072470,2017/12,제조업
우리손에프앤지농업회사법인(주),073560,2017/12,제조업
우리엔터프라이즈(주),037400,2017/12,도매 및 소매업
우리이앤엘(주),153490,2017/12,제조업
우림피티에스(주),101170,2017/12,제조업
우수AMS(주),066590,2017/12,제조업
우원개발(주),046940,2017/12,건설업
우진비앤지(주),018620,2017/12,제조업
원텍(주),216280,2017/12,제조업
원풍물산(주),008290,2017/12,제조업
위즈코프(주),038620,2017/12,도매 및 소매업
유네코(주),064510,2017/12,제조업
유니셈(주),036200,2017/12,제조업
유니슨(주),018000,2017/12,제조업
유비벨록스(주),089850,2017/12,정보통신업
유아이엘(주),049520,2017/12,제조업
유진기업(주),023410,2017/12,제조업
이노시스(주),056090,2017/12,제조업
이니텍(주),053350,2017/12,정보통신업
이스트아시아홀딩스인베스트먼트리미티드,900110,2017/12,"전문, 과학 및 기술 서비스업"
이에스산업(주),241510,2017/12,제조업
이엘케이(주),094190,2017/12,제조업
이엠코리아(주),095190,2017/12,제조업
이원컴포텍(주),088290,2017/12,제조업
이트론(주),096040,2017/12,도매 및 소매업
이화공영(주),001840,2017/12,건설업
이화전기공업(주),024810,2017/12,제조업
인베니아(주),079950,2017/12,제조업
인선이엔티(주),060150,2017/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
인크로스(주),216050,2017/12,"전문, 과학 및 기술 서비스업"
인탑스(주),049070,2017/12,제조업
인포뱅크(주),039290,2017/12,정보통신업
인화정공(주),101930,2017/12,제조업
잉글우드랩(주),950140,2017/12,제조업
자안바이오(주),221610,2017/12,제조업
자이글(주),234920,2017/12,제조업
재영솔루텍(주),049630,2017/12,제조업
제너셈(주),217190,2017/12,제조업
제룡산업(주),147830,2017/12,제조업
제룡전기(주),033100,2017/12,제조업
제이더블유신약(주),067290,2017/12,제조업
제이스코홀딩스(주),023440,2017/12,제조업
제이씨케미칼(주),137950,2017/12,제조업
제이씨현시스템(주),033320,2017/12,도매 및 소매업
제이엔케이히터(주),126880,2017/12,제조업
제이엠아이(주),033050,2017/12,제조업
제이엠티(주),094970,2017/12,제조업
조광아이엘아이(주),044060,2017/12,제조업
조아제약(주),034940,2017/12,제조업
주성엔지니어링(주),036930,2017/12,제조업
줌인터넷(주),229480,2017/12,정보통신업
줌인터넷(주),239340,2017/12,정보통신업
지나인제약(주),078650,2017/12,제조업
지니언스(주),263860,2017/12,정보통신업
지더블유바이텍(주),036180,2017/12,도매 및 소매업
지스마트글로벌(주),114570,2017/12,도매 및 소매업
지에이치신소재(주),130500,2017/12,제조업
지엔원에너지(주),270520,2017/12,"전문, 과학 및 기술 서비스업"
지엘팜텍(주),204840,2017/12,"전문, 과학 및 기술 서비스업"
진양제약(주),007370,2017/12,제조업
차이나그레이트스타인터내셔널리미티드,900040,2017/12,"전문, 과학 및 기술 서비스업"
차이나크리스탈신소재홀딩스,900250,2017/12,"전문, 과학 및 기술 서비스업"
차이나하오란리사이클링유한공사,900090,2017/12,"전문, 과학 및 기술 서비스업"
참존글로벌(주),158310,2017/12,제조업
참좋은여행(주),094850,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
카페24(주),042000,2017/12,정보통신업
커머스마이너 (주),223310,2017/12,정보통신업
컬러레이홀딩스,900310,2017/12,금융 및 보험업
케이디켐(주),221980,2017/12,제조업
케이만금세기차륜집단유한공사,900280,2017/12,"전문, 과학 및 기술 서비스업"
케이맥(주),043290,2017/12,제조업
케이비아이메탈(주),024840,2017/12,제조업
케이에이치건설(주),226360,2017/12,건설업
케이에이치전자(주),111870,2017/12,제조업
케이엠제약(주),225430,2017/12,제조업
케이지이티에스(주),151860,2017/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
케이피엑스라이프사이언스(주),114450,2017/12,제조업
코나아이(주),052400,2017/12,정보통신업
코드네이처(주),078940,2017/12,건설업
코리아에프티(주),123410,2017/12,제조업
코스맥스엔비티(주),222040,2017/12,제조업
코아스템(주),166480,2017/12,제조업
코오롱생명과학(주),102940,2017/12,제조업
코오롱티슈진(주),950160,2017/12,제조업
코웰패션(주),033290,2017/12,도매 및 소매업
코위버(주),056360,2017/12,제조업
콜마비앤에이치(주),200130,2017/12,제조업
큐렉소(주),060280,2017/12,도매 및 소매업
크로바하이텍(주),043590,2017/12,제조업
크루셜텍(주),114120,2017/12,제조업
크리스탈지노믹스(주),083790,2017/12,"전문, 과학 및 기술 서비스업"
키네마스터(주),139670,2017/12,정보통신업
테고사이언스(주),191420,2017/12,제조업
테라사이언스(주),073640,2017/12,제조업
티제이미디어(주),032540,2017/12,제조업
티케이지애강(주),022220,2017/12,제조업
팅크웨어(주),084730,2017/12,제조업
파나케이아(주),058530,2017/12,제조업
패션플랫폼(주),225590,2017/12,제조업
풍국주정공업(주),023900,2017/12,제조업
피씨엘(주),241820,2017/12,제조업
피아이첨단소재(주),178920,2017/12,제조업
피앤씨테크(주),237750,2017/12,제조업
피에스케이홀딩스(주),031980,2017/12,제조업
피에스텍(주),002230,2017/12,제조업
피에이치에이(주),043370,2017/12,제조업
하나마이크론(주),067310,2017/12,제조업
하나머티리얼즈(주),166090,2017/12,제조업
하이록코리아(주),013030,2017/12,제조업
하이즈항공(주),221840,2017/12,제조업
한국기업평가(주),034950,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국맥널티(주),222980,2017/12,제조업
한국선재(주),025550,2017/12,제조업
한국알콜산업(주),017890,2017/12,제조업
한국전자금융(주),063570,2017/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
한국전자인증(주),041460,2017/12,정보통신업
한국정밀기계(주),101680,2017/12,제조업
한국정보공학(주),039740,2017/12,도매 및 소매업
한국정보인증(주),053300,2017/12,정보통신업
한국정보통신(주),025770,2017/12,정보통신업
한국컴퓨터(주),054040,2017/12,제조업
한라아이엠에스(주),092460,2017/12,제조업
한솔아이원스(주),114810,2017/12,제조업
한솔인티큐브(주),070590,2017/12,정보통신업
한양디지텍(주),078350,2017/12,제조업
한양이엔지(주),045100,2017/12,"전문, 과학 및 기술 서비스업"
한일네트웍스(주),046110,2017/12,정보통신업
한일단조공업(주),024740,2017/12,제조업
한일사료(주),005860,2017/12,제조업
한일화학공업(주),007770,2017/12,제조업
한창산업(주),079170,2017/12,제조업
해성산업(주),034810,2017/12,금융 및 보험업
해성옵틱스(주),076610,2017/12,제조업
헝셩그룹유한회사,900270,2017/12,"전문, 과학 및 기술 서비스업"
현대바이오사이언스(주),048410,2017/12,제조업
현대에이치티(주),039010,2017/12,제조업
현대정보기술(주),026180,2017/12,정보통신업
현우산업(주),092300,2017/12,제조업
현진소재(주),053660,2017/12,제조업
화성밸브(주),039610,2017/03,제조업
화일약품(주),061250,2017/12,제조업
휴림네트웍스(주),192410,2017/12,제조업
휴림로봇(주),090710,2017/12,제조업
휴마시스(주),205470,2017/12,제조업
휴젤(주),145020,2017/12,제조업
흥구석유(주),024060,2017/12,도매 및 소매업
